,datetime,ghi,gti,power
7071,13-12-2017 15:45,,,1.52
7072,13-12-2017 16:00,,,1.58
7073,13-12-2017 16:15,,,0.96
7074,13-12-2017 16:30,,,0.72
7075,13-12-2017 16:45,,,0.23
7076,13-12-2017 17:00,,,0.08
7077,13-12-2017 17:15,,,0.01
7078,13-12-2017 17:30,,,0
7079,13-12-2017 17:45,,,0
7080,13-12-2017 18:00,0,0,0
7081,13-12-2017 18:15,0,0,0
7082,13-12-2017 18:30,0,0,0
7083,13-12-2017 18:45,0,0,0
7084,13-12-2017 19:00,0,0,0
7085,13-12-2017 19:15,0,0,0
7086,13-12-2017 19:30,0,0,0
7087,13-12-2017 19:45,0,0,0
7088,13-12-2017 20:00,0,0,0
7089,13-12-2017 20:15,0,0,0
7090,13-12-2017 20:30,0,0,0
7091,13-12-2017 20:45,0,0,0
7092,13-12-2017 21:00,0,0,0
7093,13-12-2017 21:15,0,0,0
7094,13-12-2017 21:30,0,0,0
7095,13-12-2017 21:45,0,0,0
7096,13-12-2017 22:00,0,0,0
7097,13-12-2017 22:15,0,0,0
7098,13-12-2017 22:30,0,0,0
7099,13-12-2017 22:45,0,0,0
7100,13-12-2017 23:00,0,0,0
7101,13-12-2017 23:15,0,0,0
7102,13-12-2017 23:30,0,0,0
7103,13-12-2017 23:45,0,0,0
7104,14-12-2017 00:00,0,0,0
7105,14-12-2017 00:15,0,0,0
7106,14-12-2017 00:30,0,0,0
7107,14-12-2017 00:45,0,0,0
7108,14-12-2017 01:00,0,0,0
7109,14-12-2017 01:15,0,0,0
7110,14-12-2017 01:30,0,0,0
7111,14-12-2017 01:45,0,0,0
7112,14-12-2017 02:00,0,0,0
7113,14-12-2017 02:15,0,0,0
7114,14-12-2017 02:30,0,0,0
7115,14-12-2017 02:45,0,0,0
7116,14-12-2017 03:00,0,0,0
7117,14-12-2017 03:15,0,0,0
7118,14-12-2017 03:30,0,0,0
7119,14-12-2017 03:45,0,0,0
7120,14-12-2017 04:00,0,0,0
7121,14-12-2017 04:15,0,0,0
7122,14-12-2017 04:30,0,0,0
7123,14-12-2017 04:45,0,0,0
7124,14-12-2017 05:00,0,0,0
7125,14-12-2017 05:15,0,0,0
7126,14-12-2017 05:30,0,0,0
7127,14-12-2017 05:45,0,0,0
7128,14-12-2017 06:00,,,0
7129,14-12-2017 06:15,,,0
7130,14-12-2017 06:30,,,0
7131,14-12-2017 06:45,,,0
7132,14-12-2017 07:00,,,0
7133,14-12-2017 07:15,,,0
7134,14-12-2017 07:30,,,0.03
7135,14-12-2017 07:45,,,0.12
7136,14-12-2017 08:00,,,0.25
7137,14-12-2017 08:15,,,3.83
7138,14-12-2017 08:30,,,0.55
7139,14-12-2017 08:45,,,0.75
7140,14-12-2017 09:00,,,1.07
7141,14-12-2017 09:15,,,1.31
7142,14-12-2017 09:30,,,1.59
7143,14-12-2017 09:45,,,2.16
7144,14-12-2017 10:00,,,2.56
7145,14-12-2017 10:15,,,2.68
7146,14-12-2017 10:30,,,2.99
7147,14-12-2017 10:45,,,4.03
7148,14-12-2017 11:00,,,4.76
7149,14-12-2017 11:15,,,8.63
7150,14-12-2017 11:30,,,10.04
7151,14-12-2017 11:45,,,14.46
7152,14-12-2017 12:00,,,14.52
7153,14-12-2017 12:15,,,14.93
7154,14-12-2017 12:30,,,14.86
7155,14-12-2017 12:45,,,14.75
7156,14-12-2017 13:00,,,14.46
7157,14-12-2017 13:15,,,14.27
7158,14-12-2017 13:30,,,13.71
7159,14-12-2017 13:45,,,13.19
7160,14-12-2017 14:00,,,12.69
7161,14-12-2017 14:15,,,11.98
7162,14-12-2017 14:30,,,10.91
7163,14-12-2017 14:45,,,10.02
7164,14-12-2017 15:00,,,8.93
7165,14-12-2017 15:15,,,7.64
7166,14-12-2017 15:30,,,6.34
7167,14-12-2017 15:45,,,5.23
7168,14-12-2017 16:00,,,3.96
7169,14-12-2017 16:15,,,2.75
7170,14-12-2017 16:30,,,1.73
7171,14-12-2017 16:45,,,0.95
7172,14-12-2017 17:00,,,0.4
7173,14-12-2017 17:15,,,0.09
7174,14-12-2017 17:30,,,0
7175,14-12-2017 17:45,,,0
7176,14-12-2017 18:00,0,0,0
7177,14-12-2017 18:15,0,0,0
7178,14-12-2017 18:30,0,0,0
7179,14-12-2017 18:45,0,0,0
7180,14-12-2017 19:00,0,0,0
7181,14-12-2017 19:15,0,0,0
7182,14-12-2017 19:30,0,0,0
7183,14-12-2017 19:45,0,0,0
7184,14-12-2017 20:00,0,0,0
7185,14-12-2017 20:15,0,0,0
7186,14-12-2017 20:30,0,0,0
7187,14-12-2017 20:45,0,0,0
7188,14-12-2017 21:00,0,0,0
7189,14-12-2017 21:15,0,0,0
7190,14-12-2017 21:30,0,0,0
7191,14-12-2017 21:45,0,0,0
7192,14-12-2017 22:00,0,0,0
7193,14-12-2017 22:15,0,0,0
7194,14-12-2017 22:30,0,0,0
7195,14-12-2017 22:45,0,0,0
7196,14-12-2017 23:00,0,0,0
7197,14-12-2017 23:15,0,0,0
7198,14-12-2017 23:30,0,0,0
7199,14-12-2017 23:45,0,0,0
7200,15-12-2017 00:00,0,0,0
7201,15-12-2017 00:15,0,0,0
7202,15-12-2017 00:30,0,0,0
7203,15-12-2017 00:45,0,0,0
7204,15-12-2017 01:00,0,0,0
7205,15-12-2017 01:15,0,0,0
7206,15-12-2017 01:30,0,0,0
7207,15-12-2017 01:45,0,0,0
7208,15-12-2017 02:00,0,0,0
7209,15-12-2017 02:15,0,0,0
7210,15-12-2017 02:30,0,0,0
7211,15-12-2017 02:45,0,0,0
7212,15-12-2017 03:00,0,0,0
7213,15-12-2017 03:15,0,0,0
7214,15-12-2017 03:30,0,0,0
7215,15-12-2017 03:45,0,0,0
7216,15-12-2017 04:00,0,0,0
7217,15-12-2017 04:15,0,0,0
7218,15-12-2017 04:30,0,0,0
7219,15-12-2017 04:45,0,0,0
7220,15-12-2017 05:00,0,0,0
7221,15-12-2017 05:15,0,0,0
7222,15-12-2017 05:30,0,0,0
7223,15-12-2017 05:45,0,0,0
7224,15-12-2017 06:00,,,0
7225,15-12-2017 06:15,,,0
7226,15-12-2017 06:30,,,0
7227,15-12-2017 06:45,,,0
7228,15-12-2017 07:00,,,0
7229,15-12-2017 07:15,,,0
7230,15-12-2017 07:30,,,0.05
7231,15-12-2017 07:45,,,0.14
7232,15-12-2017 08:00,,,0.31
7233,15-12-2017 08:15,,,3.81
7234,15-12-2017 08:30,,,0.62
7235,15-12-2017 08:45,,,0.86
7236,15-12-2017 09:00,,,1.06
7237,15-12-2017 09:15,,,1.26
7238,15-12-2017 09:30,,,1.63
7239,15-12-2017 09:45,,,1.59
7240,15-12-2017 10:00,,,2.06
7241,15-12-2017 10:15,,,2.25
7242,15-12-2017 10:30,,,2.2
7243,15-12-2017 10:45,,,2.57
7244,15-12-2017 11:00,,,4.2
7245,15-12-2017 11:15,,,3.72
7246,15-12-2017 11:30,,,4.49
7247,15-12-2017 11:45,,,5.62
7248,15-12-2017 12:00,,,9.54
7249,15-12-2017 12:15,,,14.48
7250,15-12-2017 12:30,,,14.76
7251,15-12-2017 12:45,,,7.59
7252,15-12-2017 13:00,,,5.77
7253,15-12-2017 13:15,,,11.51
7254,15-12-2017 13:30,,,12.1
7255,15-12-2017 13:45,,,6.55
7256,15-12-2017 14:00,,,9
7257,15-12-2017 14:15,,,10.44
7258,15-12-2017 14:30,,,10.08
7259,15-12-2017 14:45,,,9.47
7260,15-12-2017 15:00,,,8.49
7261,15-12-2017 15:15,,,7.3
7262,15-12-2017 15:30,,,6.16
7263,15-12-2017 15:45,,,5.14
7264,15-12-2017 16:00,,,3.73
7265,15-12-2017 16:15,,,2.54
7266,15-12-2017 16:30,,,1.6
7267,15-12-2017 16:45,,,0.9
7268,15-12-2017 17:00,,,0.4
7269,15-12-2017 17:15,,,0.1
7270,15-12-2017 17:30,,,0
7271,15-12-2017 17:45,,,0
7272,15-12-2017 18:00,0,0,0
7273,15-12-2017 18:15,0,0,0
7274,15-12-2017 18:30,0,0,0
7275,15-12-2017 18:45,0,0,0
7276,15-12-2017 19:00,0,0,0
7277,15-12-2017 19:15,0,0,0
7278,15-12-2017 19:30,0,0,0
7279,15-12-2017 19:45,0,0,0
7280,15-12-2017 20:00,0,0,0
7281,15-12-2017 20:15,0,0,0
7282,15-12-2017 20:30,0,0,0
7283,15-12-2017 20:45,0,0,0
7284,15-12-2017 21:00,0,0,0
7285,15-12-2017 21:15,0,0,0
7286,15-12-2017 21:30,0,0,0
7287,15-12-2017 21:45,0,0,0
7288,15-12-2017 22:00,0,0,0
7289,15-12-2017 22:15,0,0,0
7290,15-12-2017 22:30,0,0,0
7291,15-12-2017 22:45,0,0,0
7292,15-12-2017 23:00,0,0,0
7293,15-12-2017 23:15,0,0,0
7294,15-12-2017 23:30,0,0,0
7295,15-12-2017 23:45,0,0,0
7296,16-12-2017 00:00,0,0,0
7297,16-12-2017 00:15,0,0,0
7298,16-12-2017 00:30,0,0,0
7299,16-12-2017 00:45,0,0,0
7300,16-12-2017 01:00,0,0,0
7301,16-12-2017 01:15,0,0,0
7302,16-12-2017 01:30,0,0,0
7303,16-12-2017 01:45,0,0,0
7304,16-12-2017 02:00,0,0,0
7305,16-12-2017 02:15,0,0,0
7306,16-12-2017 02:30,0,0,0
7307,16-12-2017 02:45,0,0,0
7308,16-12-2017 03:00,0,0,0
7309,16-12-2017 03:15,0,0,0
7310,16-12-2017 03:30,0,0,0
7311,16-12-2017 03:45,0,0,0
7312,16-12-2017 04:00,0,0,0
7313,16-12-2017 04:15,0,0,0
7314,16-12-2017 04:30,0,0,0
7315,16-12-2017 04:45,0,0,0
7316,16-12-2017 05:00,0,0,0
7317,16-12-2017 05:15,0,0,0
7318,16-12-2017 05:30,0,0,0
7319,16-12-2017 05:45,0,0,0
7320,16-12-2017 06:00,,,0
7321,16-12-2017 06:15,,,0
7322,16-12-2017 06:30,,,0
7323,16-12-2017 06:45,,,0
7324,16-12-2017 07:00,,,0
7325,16-12-2017 07:15,,,0
7326,16-12-2017 07:30,,,0
7327,16-12-2017 07:45,,,0
7328,16-12-2017 08:00,,,0
7329,16-12-2017 08:15,,,3.53
7330,16-12-2017 08:30,,,0
7331,16-12-2017 08:45,,,0
7332,16-12-2017 09:00,,,0
7333,16-12-2017 09:15,,,0
7334,16-12-2017 09:30,,,0
7335,16-12-2017 09:45,,,0
7336,16-12-2017 10:00,,,0
7337,16-12-2017 10:15,,,0.79
7338,16-12-2017 10:30,,,0
7339,16-12-2017 10:45,,,0
7340,16-12-2017 11:00,,,12.46
7341,16-12-2017 11:15,,,14.73
7342,16-12-2017 11:30,,,15.13
7343,16-12-2017 11:45,,,15.37
7344,16-12-2017 12:00,,,15.52
7345,16-12-2017 12:15,,,15.49
7346,16-12-2017 12:30,,,15.49
7347,16-12-2017 12:45,,,3.35
7348,16-12-2017 13:00,,,0
7349,16-12-2017 13:15,,,9.75
7350,16-12-2017 13:30,,,14.55
7351,16-12-2017 13:45,,,14.03
7352,16-12-2017 14:00,,,13.56
7353,16-12-2017 14:15,,,12.84
7354,16-12-2017 14:30,,,12.15
7355,16-12-2017 14:45,,,11.2
7356,16-12-2017 15:00,,,10.37
7357,16-12-2017 15:15,,,9.41
7358,16-12-2017 15:30,,,8.2
7359,16-12-2017 15:45,,,7.09
7360,16-12-2017 16:00,,,5.68
7361,16-12-2017 16:15,,,4.22
7362,16-12-2017 16:30,,,2.68
7363,16-12-2017 16:45,,,1.49
7364,16-12-2017 17:00,,,0.63
7365,16-12-2017 17:15,,,0.09
7366,16-12-2017 17:30,,,0
7367,16-12-2017 17:45,,,0
7368,16-12-2017 18:00,0,0,0
7369,16-12-2017 18:15,0,0,0
7370,16-12-2017 18:30,0,0,0
7371,16-12-2017 18:45,0,0,0
7372,16-12-2017 19:00,0,0,0
7373,16-12-2017 19:15,0,0,0
7374,16-12-2017 19:30,0,0,0
7375,16-12-2017 19:45,0,0,0
7376,16-12-2017 20:00,0,0,0
7377,16-12-2017 20:15,0,0,0
7378,16-12-2017 20:30,0,0,0
7379,16-12-2017 20:45,0,0,0
7380,16-12-2017 21:00,0,0,0
7381,16-12-2017 21:15,0,0,0
7382,16-12-2017 21:30,0,0,0
7383,16-12-2017 21:45,0,0,0
7384,16-12-2017 22:00,0,0,0
7385,16-12-2017 22:15,0,0,0
7386,16-12-2017 22:30,0,0,0
7387,16-12-2017 22:45,0,0,0
7388,16-12-2017 23:00,0,0,0
7389,16-12-2017 23:15,0,0,0
7390,16-12-2017 23:30,0,0,0
7391,16-12-2017 23:45,0,0,0
7392,17-12-2017 00:00,0,0,0
7393,17-12-2017 00:15,0,0,0
7394,17-12-2017 00:30,0,0,0
7395,17-12-2017 00:45,0,0,0
7396,17-12-2017 01:00,0,0,0
7397,17-12-2017 01:15,0,0,0
7398,17-12-2017 01:30,0,0,0
7399,17-12-2017 01:45,0,0,0
7400,17-12-2017 02:00,0,0,0
7401,17-12-2017 02:15,0,0,0
7402,17-12-2017 02:30,0,0,0
7403,17-12-2017 02:45,0,0,0
7404,17-12-2017 03:00,0,0,0
7405,17-12-2017 03:15,0,0,0
7406,17-12-2017 03:30,0,0,0
7407,17-12-2017 03:45,0,0,0
7408,17-12-2017 04:00,0,0,0
7409,17-12-2017 04:15,0,0,0
7410,17-12-2017 04:30,0,0,0
7411,17-12-2017 04:45,0,0,0
7412,17-12-2017 05:00,0,0,0
7413,17-12-2017 05:15,0,0,0
7414,17-12-2017 05:30,0,0,0
7415,17-12-2017 05:45,0,0,0
7416,17-12-2017 06:00,,,0
7417,17-12-2017 06:15,,,0
7418,17-12-2017 06:30,,,0
7419,17-12-2017 06:45,,,0
7420,17-12-2017 07:00,,,0
7421,17-12-2017 07:15,,,0.08
7422,17-12-2017 07:30,,,0.43
7423,17-12-2017 07:45,,,1.12
7424,17-12-2017 08:00,,,2.21
7425,17-12-2017 08:15,,,5.75
7426,17-12-2017 08:30,,,4.8
7427,17-12-2017 08:45,,,6.26
7428,17-12-2017 09:00,,,6.65
7429,17-12-2017 09:15,,,8.85
7430,17-12-2017 09:30,,,10.29
7431,17-12-2017 09:45,,,10.98
7432,17-12-2017 10:00,,,12.05
7433,17-12-2017 10:15,,,13.02
7434,17-12-2017 10:30,,,13.63
7435,17-12-2017 10:45,,,6.54
7436,17-12-2017 11:00,,,0
7437,17-12-2017 11:15,,,7.45
7438,17-12-2017 11:30,,,15.29
7439,17-12-2017 11:45,,,14.76
7440,17-12-2017 12:00,,,15.31
7441,17-12-2017 12:15,,,15.71
7442,17-12-2017 12:30,,,15.59
7443,17-12-2017 12:45,,,15.35
7444,17-12-2017 13:00,,,15.21
7445,17-12-2017 13:15,,,15.07
7446,17-12-2017 13:30,,,14.68
7447,17-12-2017 13:45,,,14.32
7448,17-12-2017 14:00,,,13.68
7449,17-12-2017 14:15,,,12.95
7450,17-12-2017 14:30,,,12.14
7451,17-12-2017 14:45,,,11.24
7452,17-12-2017 15:00,,,10.4
7453,17-12-2017 15:15,,,9.32
7454,17-12-2017 15:30,,,8.11
7455,17-12-2017 15:45,,,6.81
7456,17-12-2017 16:00,,,5.37
7457,17-12-2017 16:15,,,3.95
7458,17-12-2017 16:30,,,2.56
7459,17-12-2017 16:45,,,1.37
7460,17-12-2017 17:00,,,0.59
7461,17-12-2017 17:15,,,0.14
7462,17-12-2017 17:30,,,0
7463,17-12-2017 17:45,,,0
7464,17-12-2017 18:00,0,0,0
7465,17-12-2017 18:15,0,0,0
7466,17-12-2017 18:30,0,0,0
7467,17-12-2017 18:45,0,0,0
7468,17-12-2017 19:00,0,0,0
7469,17-12-2017 19:15,0,0,0
7470,17-12-2017 19:30,0,0,0
7471,17-12-2017 19:45,0,0,0
7472,17-12-2017 20:00,0,0,0
7473,17-12-2017 20:15,0,0,0
7474,17-12-2017 20:30,0,0,0
7475,17-12-2017 20:45,0,0,0
7476,17-12-2017 21:00,0,0,0
7477,17-12-2017 21:15,0,0,0
7478,17-12-2017 21:30,0,0,0
7479,17-12-2017 21:45,0,0,0
7480,17-12-2017 22:00,0,0,0
7481,17-12-2017 22:15,0,0,0
7482,17-12-2017 22:30,0,0,0
7483,17-12-2017 22:45,0,0,0
7484,17-12-2017 23:00,0,0,0
7485,17-12-2017 23:15,0,0,0
7486,17-12-2017 23:30,0,0,0
7487,17-12-2017 23:45,0,0,0
7488,18-12-2017 00:00,0,0,0
7489,18-12-2017 00:15,0,0,0
7490,18-12-2017 00:30,0,0,0
7491,18-12-2017 00:45,0,0,0
7492,18-12-2017 01:00,0,0,0
7493,18-12-2017 01:15,0,0,0
7494,18-12-2017 01:30,0,0,0
7495,18-12-2017 01:45,0,0,0
7496,18-12-2017 02:00,0,0,0
7497,18-12-2017 02:15,0,0,0
7498,18-12-2017 02:30,0,0,0
7499,18-12-2017 02:45,0,0,0
7500,18-12-2017 03:00,0,0,0
7501,18-12-2017 03:15,0,0,0
7502,18-12-2017 03:30,0,0,0
7503,18-12-2017 03:45,0,0,0
7504,18-12-2017 04:00,0,0,0
7505,18-12-2017 04:15,0,0,0
7506,18-12-2017 04:30,0,0,0
7507,18-12-2017 04:45,0,0,0
7508,18-12-2017 05:00,0,0,0
7509,18-12-2017 05:15,0,0,0
7510,18-12-2017 05:30,0,0,0
7511,18-12-2017 05:45,0,0,0
7512,18-12-2017 06:00,,,0
7513,18-12-2017 06:15,,,0
7514,18-12-2017 06:30,,,0
7515,18-12-2017 06:45,,,0
7516,18-12-2017 07:00,,,0
7517,18-12-2017 07:15,,,0.07
7518,18-12-2017 07:30,,,0.42
7519,18-12-2017 07:45,,,1.13
7520,18-12-2017 08:00,,,2.21
7521,18-12-2017 08:15,,,5.74
7522,18-12-2017 08:30,,,4.76
7523,18-12-2017 08:45,,,6.17
7524,18-12-2017 09:00,,,7.69
7525,18-12-2017 09:15,,,9.03
7526,18-12-2017 09:30,,,10.23
7527,18-12-2017 09:45,,,11.21
7528,18-12-2017 10:00,,,12.02
7529,18-12-2017 10:15,,,12.65
7530,18-12-2017 10:30,,,13.2
7531,18-12-2017 10:45,,,13.59
7532,18-12-2017 11:00,,,14.05
7533,18-12-2017 11:15,,,14.46
7534,18-12-2017 11:30,,,14.74
7535,18-12-2017 11:45,,,14.94
7536,18-12-2017 12:00,,,15.12
7537,18-12-2017 12:15,,,15.11
7538,18-12-2017 12:30,,,15.08
7539,18-12-2017 12:45,,,15.05
7540,18-12-2017 13:00,,,15
7541,18-12-2017 13:15,,,14.67
7542,18-12-2017 13:30,,,14.33
7543,18-12-2017 13:45,,,13.9
7544,18-12-2017 14:00,,,13.3
7545,18-12-2017 14:15,,,12.65
7546,18-12-2017 14:30,,,11.99
7547,18-12-2017 14:45,,,11.16
7548,18-12-2017 15:00,,,10.29
7549,18-12-2017 15:15,,,9.23
7550,18-12-2017 15:30,,,7.91
7551,18-12-2017 15:45,,,6.74
7552,18-12-2017 16:00,,,5.47
7553,18-12-2017 16:15,,,3.99
7554,18-12-2017 16:30,,,2.68
7555,18-12-2017 16:45,,,1.54
7556,18-12-2017 17:00,,,0.6
7557,18-12-2017 17:15,,,0.14
7558,18-12-2017 17:30,,,0
7559,18-12-2017 17:45,,,0
7560,18-12-2017 18:00,0,0,0
7561,18-12-2017 18:15,0,0,0
7562,18-12-2017 18:30,0,0,0
7563,18-12-2017 18:45,0,0,0
7564,18-12-2017 19:00,0,0,0
7565,18-12-2017 19:15,0,0,0
7566,18-12-2017 19:30,0,0,0
7567,18-12-2017 19:45,0,0,0
7568,18-12-2017 20:00,0,0,0
7569,18-12-2017 20:15,0,0,0
7570,18-12-2017 20:30,0,0,0
7571,18-12-2017 20:45,0,0,0
7572,18-12-2017 21:00,0,0,0
7573,18-12-2017 21:15,0,0,0
7574,18-12-2017 21:30,0,0,0
7575,18-12-2017 21:45,0,0,0
7576,18-12-2017 22:00,0,0,0
7577,18-12-2017 22:15,0,0,0
7578,18-12-2017 22:30,0,0,0
7579,18-12-2017 22:45,0,0,0
7580,18-12-2017 23:00,0,0,0
7581,18-12-2017 23:15,0,0,0
7582,18-12-2017 23:30,0,0,0
7583,18-12-2017 23:45,0,0,0
7584,19-12-2017 00:00,0,0,0
7585,19-12-2017 00:15,0,0,0
7586,19-12-2017 00:30,0,0,0
7587,19-12-2017 00:45,0,0,0
7588,19-12-2017 01:00,0,0,0
7589,19-12-2017 01:15,0,0,0
7590,19-12-2017 01:30,0,0,0
7591,19-12-2017 01:45,0,0,0
7592,19-12-2017 02:00,0,0,0
7593,19-12-2017 02:15,0,0,0
7594,19-12-2017 02:30,0,0,0
7595,19-12-2017 02:45,0,0,0
7596,19-12-2017 03:00,0,0,0
7597,19-12-2017 03:15,0,0,0
7598,19-12-2017 03:30,0,0,0
7599,19-12-2017 03:45,0,0,0
7600,19-12-2017 04:00,0,0,0
7601,19-12-2017 04:15,0,0,0
7602,19-12-2017 04:30,0,0,0
7603,19-12-2017 04:45,0,0,0
7604,19-12-2017 05:00,0,0,0
7605,19-12-2017 05:15,0,0,0
7606,19-12-2017 05:30,0,0,0
7607,19-12-2017 05:45,0,0,0
7608,19-12-2017 06:00,,,0
7609,19-12-2017 06:15,,,0
7610,19-12-2017 06:30,,,0
7611,19-12-2017 06:45,,,0
7612,19-12-2017 07:00,,,0
7613,19-12-2017 07:15,,,0.01
7614,19-12-2017 07:30,,,0.12
7615,19-12-2017 07:45,,,0.47
7616,19-12-2017 08:00,,,1.48
7617,19-12-2017 08:15,,,5.76
7618,19-12-2017 08:30,,,3.7
7619,19-12-2017 08:45,,,3.49
7620,19-12-2017 09:00,,,5.14
7621,19-12-2017 09:15,,,7.42
7622,19-12-2017 09:30,,,9.26
7623,19-12-2017 09:45,,,8.92
7624,19-12-2017 10:00,,,10.83
7625,19-12-2017 10:15,,,11.07
7626,19-12-2017 10:30,,,12.14
7627,19-12-2017 10:45,,,12.33
7628,19-12-2017 11:00,,,13.43
7629,19-12-2017 11:15,,,13.1
7630,19-12-2017 11:30,,,12.67
7631,19-12-2017 11:45,,,11.37
7632,19-12-2017 12:00,,,10.91
7633,19-12-2017 12:15,,,11.53
7634,19-12-2017 12:30,,,13.8
7635,19-12-2017 12:45,,,13.66
7636,19-12-2017 13:00,,,14.19
7637,19-12-2017 13:15,,,14.28
7638,19-12-2017 13:30,,,12.8
7639,19-12-2017 13:45,,,11.41
7640,19-12-2017 14:00,,,10.82
7641,19-12-2017 14:15,,,9.48
7642,19-12-2017 14:30,,,7.59
7643,19-12-2017 14:45,,,7.27
7644,19-12-2017 15:00,,,7.55
7645,19-12-2017 15:15,,,8.54
7646,19-12-2017 15:30,,,7.04
7647,19-12-2017 15:45,,,6.55
7648,19-12-2017 16:00,,,4.06
7649,19-12-2017 16:15,,,3.02
7650,19-12-2017 16:30,,,1.56
7651,19-12-2017 16:45,,,1.09
7652,19-12-2017 17:00,,,0.59
7653,19-12-2017 17:15,,,0.15
7654,19-12-2017 17:30,,,0
7655,19-12-2017 17:45,,,0
7656,19-12-2017 18:00,0,0,0
7657,19-12-2017 18:15,0,0,0
7658,19-12-2017 18:30,0,0,0
7659,19-12-2017 18:45,0,0,0
7660,19-12-2017 19:00,0,0,0
7661,19-12-2017 19:15,0,0,0
7662,19-12-2017 19:30,0,0,0
7663,19-12-2017 19:45,0,0,0
7664,19-12-2017 20:00,0,0,0
7665,19-12-2017 20:15,0,0,0
7666,19-12-2017 20:30,0,0,0
7667,19-12-2017 20:45,0,0,0
7668,19-12-2017 21:00,0,0,0
7669,19-12-2017 21:15,0,0,0
7670,19-12-2017 21:30,0,0,0
7671,19-12-2017 21:45,0,0,0
7672,19-12-2017 22:00,0,0,0
7673,19-12-2017 22:15,0,0,0
7674,19-12-2017 22:30,0,0,0
7675,19-12-2017 22:45,0,0,0
7676,19-12-2017 23:00,0,0,0
7677,19-12-2017 23:15,0,0,0
7678,19-12-2017 23:30,0,0,0
7679,19-12-2017 23:45,0,0,0
7680,20-12-2017 00:00,0,0,0
7681,20-12-2017 00:15,0,0,0
7682,20-12-2017 00:30,0,0,0
7683,20-12-2017 00:45,0,0,0
7684,20-12-2017 01:00,0,0,0
7685,20-12-2017 01:15,0,0,0
7686,20-12-2017 01:30,0,0,0
7687,20-12-2017 01:45,0,0,0
7688,20-12-2017 02:00,0,0,0
7689,20-12-2017 02:15,0,0,0
7690,20-12-2017 02:30,0,0,0
7691,20-12-2017 02:45,0,0,0
7692,20-12-2017 03:00,0,0,0
7693,20-12-2017 03:15,0,0,0
7694,20-12-2017 03:30,0,0,0
7695,20-12-2017 03:45,0,0,0
7696,20-12-2017 04:00,0,0,0
7697,20-12-2017 04:15,0,0,0
7698,20-12-2017 04:30,0,0,0
7699,20-12-2017 04:45,0,0,0
7700,20-12-2017 05:00,0,0,0
7701,20-12-2017 05:15,0,0,0
7702,20-12-2017 05:30,0,0,0
7703,20-12-2017 05:45,0,0,0
7704,20-12-2017 06:00,,,0
7705,20-12-2017 06:15,,,0
7706,20-12-2017 06:30,,,0
7707,20-12-2017 06:45,,,0
7708,20-12-2017 07:00,,,0
7709,20-12-2017 07:15,,,0.02
7710,20-12-2017 07:30,,,0.15
7711,20-12-2017 07:45,,,0.55
7712,20-12-2017 08:00,,,1.06
7713,20-12-2017 08:15,,,4.63
7714,20-12-2017 08:30,,,1.84
7715,20-12-2017 08:45,,,1.91
7716,20-12-2017 09:00,,,2.7
7717,20-12-2017 09:15,,,3.38
7718,20-12-2017 09:30,,,3.62
7719,20-12-2017 09:45,,,4.76
7720,20-12-2017 10:00,,,5.39
7721,20-12-2017 10:15,,,6.48
7722,20-12-2017 10:30,,,8.65
7723,20-12-2017 10:45,,,7.03
7724,20-12-2017 11:00,,,8.54
7725,20-12-2017 11:15,,,10.62
7726,20-12-2017 11:30,,,10.05
7727,20-12-2017 11:45,,,7.24
7728,20-12-2017 12:00,,,6.69
7729,20-12-2017 12:15,,,5.85
7730,20-12-2017 12:30,,,4.99
7731,20-12-2017 12:45,,,4.26
7732,20-12-2017 13:00,,,3.87
7733,20-12-2017 13:15,,,5.22
7734,20-12-2017 13:30,,,4.65
7735,20-12-2017 13:45,,,7.37
7736,20-12-2017 14:00,,,4.61
7737,20-12-2017 14:15,,,4.25
7738,20-12-2017 14:30,,,4.24
7739,20-12-2017 14:45,,,3.45
7740,20-12-2017 15:00,,,4.03
7741,20-12-2017 15:15,,,6.84
7742,20-12-2017 15:30,,,2.96
7743,20-12-2017 15:45,,,4.35
7744,20-12-2017 16:00,,,4.71
7745,20-12-2017 16:15,,,1.27
7746,20-12-2017 16:30,,,0.92
7747,20-12-2017 16:45,,,0.52
7748,20-12-2017 17:00,,,0.25
7749,20-12-2017 17:15,,,0.03
7750,20-12-2017 17:30,,,0
7751,20-12-2017 17:45,,,0
7752,20-12-2017 18:00,0,0,0
7753,20-12-2017 18:15,0,0,0
7754,20-12-2017 18:30,0,0,0
7755,20-12-2017 18:45,0,0,0
7756,20-12-2017 19:00,0,0,0
7757,20-12-2017 19:15,0,0,0
7758,20-12-2017 19:30,0,0,0
7759,20-12-2017 19:45,0,0,0
7760,20-12-2017 20:00,0,0,0
7761,20-12-2017 20:15,0,0,0
7762,20-12-2017 20:30,0,0,0
7763,20-12-2017 20:45,0,0,0
7764,20-12-2017 21:00,0,0,0
7765,20-12-2017 21:15,0,0,0
7766,20-12-2017 21:30,0,0,0
7767,20-12-2017 21:45,0,0,0
7768,20-12-2017 22:00,0,0,0
7769,20-12-2017 22:15,0,0,0
7770,20-12-2017 22:30,0,0,0
7771,20-12-2017 22:45,0,0,0
7772,20-12-2017 23:00,0,0,0
7773,20-12-2017 23:15,0,0,0
7774,20-12-2017 23:30,0,0,0
7775,20-12-2017 23:45,0,0,0
7776,21-12-2017 00:00,0,0,0
